Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature Table
------------------------------

nFrames = 2, nFeatures = 7000

feature |          frame
        |                   0                   1
--------+-----------------------------------------
   1488 | (304.0,578.0)=  459 ( -1.0, -1.0)=   -5 
   1489 | (667.0,468.0)=  459 ( -1.0, -1.0)=   -5 
   1490 | (924.0,599.0)=  459 ( -1.0, -1.0)=   -5 
   1491 | (666.0,825.0)=  459 ( -1.0, -1.0)=   -5 
   1492 | (389.0,167.0)=  458 (362.6,170.5)=    0 
   1493 | ( 69.0,438.0)=  458 ( 79.4,441.5)=    0 
   1494 | (379.0,444.0)=  458 ( -1.0, -1.0)=   -5 
   1495 | (252.0,171.0)=  458 ( -1.0, -1.0)=   -5 
   1496 | (756.0,748.0)=  458 (781.6,767.9)=    0 
   1497 | (987.0, 81.0)=  457 ( -1.0, -1.0)=   -5 
   1498 | (559.0,426.0)=  457 ( -1.0, -1.0)=   -5 
   1499 | (802.0,820.0)=  457 ( -1.0, -1.0)=   -3 
   1500 | (143.0,781.0)=  457 (162.9,739.1)=    0 
   1501 | (513.0,766.0)=  456 (519.4,773.4)=    0 
   1502 | (991.0,839.0)=  456 ( -1.0, -1.0)=   -5 
   1503 | (877.0,714.0)=  456 ( -1.0, -1.0)=   -5 
   1504 | (923.0,166.0)=  456 ( -1.0, -1.0)=   -3 
   1505 | (338.0,977.0)=  456 ( -1.0, -1.0)=   -5 
   1506 | (238.0,327.0)=  456 ( -1.0, -1.0)=   -5 
   1507 | (780.0,831.0)=  455 ( -1.0, -1.0)=   -5 
   1508 | (945.0, 51.0)=  455 (952.0, 72.4)=    0 
   1509 | (242.0,699.0)=  455 ( -1.0, -1.0)=   -5 
   1510 | (277.0, 67.0)=  455 ( -1.0, -1.0)=   -3 
   1511 | (836.0,287.0)=  455 ( -1.0, -1.0)=   -3 
   1512 | (713.0,859.0)=  455 (745.2,830.8)=    0 
   1513 | (711.0, 27.0)=  454 ( -1.0, -1.0)=   -4 
   1514 | (113.0,519.0)=  454 ( -1.0, -1.0)=   -5 
   1515 | (899.0, 98.0)=  454 ( -1.0, -1.0)=   -5 
   1516 | (786.0,317.0)=  454 ( -1.0, -1.0)=   -5 
   1517 | (774.0,918.0)=  454 ( -1.0, -1.0)=   -3 
   1518 | (295.0,708.0)=  454 ( -1.0, -1.0)=   -3 
   1519 | (865.0, 62.0)=  453 ( -1.0, -1.0)=   -5 
   1520 | (839.0, 43.0)=  453 ( -1.0, -1.0)=   -4 
   1521 | (751.0,569.0)=  453 ( -1.0, -1.0)=   -3 
   1522 | (928.0, 19.0)=  453 (925.4, 19.3)=    0 
   1523 | ( 32.0,604.0)=  453 ( 30.3,606.3)=    0 
   1524 | (881.0,138.0)=  453 ( -1.0, -1.0)=   -3 
   1525 | (511.0,488.0)=  453 ( -1.0, -1.0)=   -3 
   1526 | (607.0,595.0)=  452 (635.1,627.7)=    0 
   1527 | (449.0,569.0)=  452 (440.7,572.6)=    0 
   1528 | (998.0, 22.0)=  452 ( -1.0, -1.0)=   -4 
   1529 | (383.0,762.0)=  452 (388.7,753.0)=    0 
   1530 | (571.0, 33.0)=  452 ( -1.0, -1.0)=   -5 
   1531 | (939.0,717.0)=  452 ( -1.0, -1.0)=   -5 
   1532 | (887.0,672.0)=  452 ( -1.0, -1.0)=   -5 
   1533 | (707.0,922.0)=  451 ( -1.0, -1.0)=   -5 
   1534 | (669.0, 91.0)=  451 (677.6, 84.1)=    0 
   1535 | (461.0,634.0)=  451 ( -1.0, -1.0)=   -3 
   1536 | (202.0,277.0)=  451 ( -1.0, -1.0)=   -5 
   1537 | (155.0,777.0)=  451 ( -1.0, -1.0)=   -5 
   1538 | (492.0,181.0)=  451 ( -1.0, -1.0)=   -3 
   1539 | (353.0,278.0)=  451 (346.7,278.0)=    0 
   1540 | (290.0,176.0)=  451 (289.1,177.4)=    0 
   1541 | (377.0,363.0)=  451 (387.7,373.6)=    0 
   1542 | (934.0,719.0)=  451 (947.0,731.2)=    0 
   1543 | (289.0,539.0)=  450 ( -1.0, -1.0)=   -5 
   1544 | (537.0,588.0)=  450 ( -1.0, -1.0)=   -3 
   1545 | (414.0,730.0)=  450 ( -1.0, -1.0)=   -3 
   1546 | (819.0,909.0)=  450 ( -1.0, -1.0)=   -3 
   1547 | (121.0,636.0)=  450 ( -1.0, -1.0)=   -5 
   1548 | (772.0,280.0)=  450 ( -1.0, -1.0)=   -5 
   1549 | (153.0,617.0)=  450 ( -1.0, -1.0)=   -5 
   1550 | (388.0, 66.0)=  449 (383.7, 46.4)=    0 
   1551 | (366.0,130.0)=  449 (366.0,129.0)=    0 
   1552 | ( 16.0,453.0)=  449 ( -1.0, -1.0)=   -4 
   1553 | ( 31.0,560.0)=  449 ( 32.7,561.9)=    0 
   1554 | (998.0,912.0)=  449 ( -1.0, -1.0)=   -5 
   1555 | (643.0,809.0)=  448 ( -1.0, -1.0)=   -5 
   1556 | (656.0,258.0)=  448 ( -1.0, -1.0)=   -5 
   1557 | ( 79.0, 44.0)=  448 ( -1.0, -1.0)=   -5 
   1558 | (682.0,387.0)=  448 ( -1.0, -1.0)=   -3 
   1559 | (692.0,917.0)=  448 ( -1.0, -1.0)=   -5 
   1560 | (542.0,774.0)=  447 ( -1.0, -1.0)=   -5 
   1561 | (106.0,434.0)=  447 ( -1.0, -1.0)=   -3 
   1562 | (932.0,752.0)=  447 ( -1.0, -1.0)=   -5 
   1563 | (742.0,504.0)=  447 (737.3,504.5)=    0 
   1564 | (329.0,309.0)=  447 (327.2,303.1)=    0 
   1565 | (944.0,955.0)=  447 ( -1.0, -1.0)=   -3 
   1566 | (797.0,983.0)=  447 ( -1.0, -1.0)=   -5 
   1567 | (845.0,319.0)=  446 ( -1.0, -1.0)=   -5 
   1568 | ( 90.0,332.0)=  446 ( -1.0, -1.0)=   -5 
   1569 | (973.0,320.0)=  446 (960.6,314.8)=    0 
   1570 | (793.0,696.0)=  446 ( -1.0, -1.0)=   -3 
   1571 | (767.0, 64.0)=  445 (761.2, 75.0)=    0 
   1572 | (867.0, 36.0)=  445 (873.6, 48.3)=    0 
   1573 | ( 50.0,598.0)=  445 ( 55.9,599.9)=    0 
   1574 | (993.0,928.0)=  444 ( -1.0, -1.0)=   -5 
   1575 | (329.0,600.0)=  444 ( -1.0, -1.0)=   -5 
   1576 | (601.0,563.0)=  444 (609.6,561.0)=    0 
   1577 | (623.0,477.0)=  444 ( -1.0, -1.0)=   -5 
   1578 | (689.0,787.0)=  444 ( -1.0, -1.0)=   -3 
   1579 | (776.0,924.0)=  443 ( -1.0, -1.0)=   -5 
   1580 | (648.0, 94.0)=  443 ( -1.0, -1.0)=   -3 
   1581 | (766.0,247.0)=  443 ( -1.0, -1.0)=   -5 
   1582 | (968.0,395.0)=  443 (966.1,394.6)=    0 
   1583 | (207.0,628.0)=  443 (186.8,639.1)=    0 
   1584 | (782.0,940.0)=  443 (785.9,951.1)=    0 
   1585 | (131.0,786.0)=  443 ( -1.0, -1.0)=   -5 
   1586 | (254.0, 24.0)=  443 ( -1.0, -1.0)=   -4 
   1587 | (775.0,436.0)=  443 (754.7,478.7)=    0 
   1588 | (575.0,579.0)=  442 ( -1.0, -1.0)=   -5 
   1589 | (131.0,757.0)=  442 ( -1.0, -1.0)=   -5 
   1590 | (995.0,243.0)=  442 ( -1.0, -1.0)=   -4 
   1591 | (571.0,506.0)=  442 (560.7,530.9)=    0 
   1592 | (693.0,715.0)=  442 ( -1.0, -1.0)=   -3 
   1593 | (194.0,555.0)=  442 ( -1.0, -1.0)=   -5 
   1594 | (387.0,174.0)=  442 ( -1.0, -1.0)=   -5 
   1595 | (866.0,123.0)=  442 ( -1.0, -1.0)=   -5 
   1596 | (206.0,899.0)=  442 ( -1.0, -1.0)=   -5 
   1597 | (615.0,341.0)=  441 ( -1.0, -1.0)=   -5 
   1598 | (266.0,566.0)=  441 ( -1.0, -1.0)=   -5 
   1599 | (720.0, 42.0)=  440 ( -1.0, -1.0)=   -3 
   1600 | (907.0,656.0)=  440 ( -1.0, -1.0)=   -3 
   1601 | (865.0,309.0)=  440 (895.3,319.9)=    0 
   1602 | (643.0,455.0)=  440 ( -1.0, -1.0)=   -5 
   1603 | (217.0,154.0)=  440 ( -1.0, -1.0)=   -5 
   1604 | (669.0,249.0)=  439 (679.9,254.6)=    0 
   1605 | (360.0,736.0)=  439 ( -1.0, -1.0)=   -5 
   1606 | (427.0,394.0)=  439 (430.5,397.8)=    0 
   1607 | (428.0,149.0)=  439 ( -1.0, -1.0)=   -3 
   1608 | (903.0,855.0)=  439 (894.6,853.5)=    0 
   1609 | (872.0,447.0)=  438 ( -1.0, -1.0)=   -5 
   1610 | (627.0,186.0)=  438 ( -1.0, -1.0)=   -5 
   1611 | (493.0,1006.0)=  438 ( -1.0, -1.0)=   -4 
   1612 | ( 58.0,133.0)=  438 ( -1.0, -1.0)=   -3 
   1613 | (600.0,186.0)=  438 ( -1.0, -1.0)=   -3 
   1614 | (233.0,529.0)=  438 ( -1.0, -1.0)=   -5 
   1615 | (196.0, 72.0)=  438 ( -1.0, -1.0)=   -3 
   1616 | (990.0,981.0)=  438 ( -1.0, -1.0)=   -5 
   1617 | ( 28.0,206.0)=  438 ( -1.0, -1.0)=   -5 
   1618 | (702.0,273.0)=  438 ( -1.0, -1.0)=   -5 
   1619 | (126.0, 37.0)=  437 (121.9, 63.1)=    0 
   1620 | (475.0,743.0)=  437 ( -1.0, -1.0)=   -5 
   1621 | (931.0,682.0)=  437 (954.6,659.5)=    0 
   1622 | (864.0,732.0)=  437 (871.7,728.5)=    0 
   1623 | (776.0,697.0)=  437 (791.1,687.0)=    0 
   1624 | (737.0,872.0)=  436 ( -1.0, -1.0)=   -5 
   1625 | (779.0,383.0)=  436 ( -1.0, -1.0)=   -5 
   1626 | (303.0,216.0)=  436 (361.9,196.9)=    0 
   1627 | (877.0, 47.0)=  436 (868.2, 46.9)=    0 
   1628 | (810.0,283.0)=  436 ( -1.0, -1.0)=   -3 
   1629 | (508.0,721.0)=  436 ( -1.0, -1.0)=   -3 
   1630 | (1001.0,223.0)=  436 (1000.3,222.6)=    0 
   1631 | (801.0,989.0)=  435 ( -1.0, -1.0)=   -3 
   1632 | (507.0,767.0)=  435 (494.2,777.2)=    0 
   1633 | (858.0,303.0)=  435 ( -1.0, -1.0)=   -5 
   1634 | (1006.0,924.0)=  435 ( -1.0, -1.0)=   -4 
   1635 | (870.0,242.0)=  435 ( -1.0, -1.0)=   -5 
   1636 | (777.0,944.0)=  435 (780.0,957.0)=    0 
   1637 | (816.0,840.0)=  435 ( -1.0, -1.0)=   -5 
   1638 | (984.0,719.0)=  435 (987.4,705.8)=    0 
   1639 | (130.0,462.0)=  434 ( -1.0, -1.0)=   -5 
   1640 | (943.0,326.0)=  434 (941.5,323.0)=    0 
   1641 | (288.0, 53.0)=  434 ( -1.0, -1.0)=   -5 
   1642 | (190.0, 60.0)=  433 (180.5, 60.8)=    0 
   1643 | (136.0,778.0)=  433 ( -1.0, -1.0)=   -5 
   1644 | (985.0,938.0)=  433 ( -1.0, -1.0)=   -3 
   1645 | (774.0,269.0)=  433 (763.1,289.8)=    0 
   1646 | (555.0,122.0)=  433 (547.5, 82.0)=    0 
   1647 | (137.0,471.0)=  433 ( -1.0, -1.0)=   -5 
   1648 | (111.0,140.0)=  433 ( -1.0, -1.0)=   -5 
   1649 | (930.0, 81.0)=  433 ( -1.0, -1.0)=   -3 
   1650 | (406.0,555.0)=  432 ( -1.0, -1.0)=   -5 
   1651 | (522.0, 75.0)=  432 ( -1.0, -1.0)=   -5 
   1652 | (473.0,354.0)=  432 ( -1.0, -1.0)=   -5 
   1653 | (294.0,238.0)=  432 ( -1.0, -1.0)=   -3 
   1654 | (871.0,266.0)=  432 ( -1.0, -1.0)=   -3 
   1655 | (179.0, 16.0)=  432 ( -1.0, -1.0)=   -3 
   1656 | ( 59.0,591.0)=  432 ( 54.6,567.5)=    0 
   1657 | (558.0, 36.0)=  431 ( -1.0, -1.0)=   -4 
   1658 | (228.0,293.0)=  431 ( -1.0, -1.0)=   -5 
   1659 | (216.0,826.0)=  431 ( -1.0, -1.0)=   -5 
   1660 | (317.0,736.0)=  431 ( -1.0, -1.0)=   -3 
   1661 | (779.0,111.0)=  431 ( -1.0, -1.0)=   -3 
   1662 | (1002.0,249.0)=  431 (1002.8,228.5)=    0 
   1663 | (392.0,748.0)=  431 ( -1.0, -1.0)=   -5 
   1664 | (830.0, 21.0)=  431 ( -1.0, -1.0)=   -3 
   1665 | (187.0,542.0)=  431 ( -1.0, -1.0)=   -5 
   1666 | (561.0,705.0)=  431 ( -1.0, -1.0)=   -5 
   1667 | (853.0,779.0)=  431 ( -1.0, -1.0)=   -5 
   1668 | (975.0,333.0)=  430 ( -1.0, -1.0)=   -3 
   1669 | (681.0,450.0)=  430 ( -1.0, -1.0)=   -5 
   1670 | (907.0,473.0)=  430 (901.7,472.8)=    0 
   1671 | (790.0,723.0)=  430 ( -1.0, -1.0)=   -5 
   1672 | (623.0,806.0)=  430 ( -1.0, -1.0)=   -5 
   1673 | ( 16.0,803.0)=  430 ( -1.0, -1.0)=   -3 
   1674 | (908.0,328.0)=  430 (915.3,331.1)=    0 
   1675 | (1000.0,181.0)=  430 (993.2,195.0)=    0 
   1676 | (399.0,248.0)=  430 ( -1.0, -1.0)=   -3 
   1677 | (979.0,950.0)=  430 (940.0,960.2)=    0 
   1678 | (836.0,966.0)=  430 (826.7,959.8)=    0 
   1679 | (957.0,468.0)=  429 ( -1.0, -1.0)=   -5 
   1680 | (449.0,210.0)=  429 ( -1.0, -1.0)=   -3 
   1681 | ( 94.0,504.0)=  429 ( 99.6,496.9)=    0 
   1682 | (860.0,192.0)=  429 ( -1.0, -1.0)=   -5 
   1683 | (252.0,359.0)=  429 ( -1.0, -1.0)=   -5 
   1684 | (587.0,110.0)=  429 ( -1.0, -1.0)=   -5 
   1685 | (322.0,666.0)=  428 ( -1.0, -1.0)=   -5 
   1686 | (895.0,944.0)=  428 ( -1.0, -1.0)=   -5 
   1687 | (928.0,652.0)=  428 ( -1.0, -1.0)=   -5 
   1688 | (140.0,209.0)=  428 ( -1.0, -1.0)=   -5 
   1689 | (138.0,154.0)=  428 ( -1.0, -1.0)=   -5 
   1690 | (950.0,499.0)=  428 ( -1.0, -1.0)=   -5 
   1691 | ( 75.0,227.0)=  428 ( -1.0, -1.0)=   -3 
   1692 | (749.0,477.0)=  427 (753.5,477.8)=    0 
   1693 | (171.0,864.0)=  427 ( -1.0, -1.0)=   -4 
   1694 | (593.0,162.0)=  427 ( -1.0, -1.0)=   -3 
   1695 | (829.0,792.0)=  427 ( -1.0, -1.0)=   -5 
   1696 | (301.0,300.0)=  427 ( -1.0, -1.0)=   -3 
   1697 | (808.0,487.0)=  427 ( -1.0, -1.0)=   -5 
   1698 | (650.0,263.0)=  427 (656.6,235.5)=    0 
   1699 | (855.0,529.0)=  426 ( -1.0, -1.0)=   -5 
   1700 | ( 31.0,217.0)=  426 ( -1.0, -1.0)=   -5 
   1701 | (720.0,767.0)=  426 (724.7,794.8)=    0 
   1702 | (128.0,823.0)=  426 ( -1.0, -1.0)=   -5 
   1703 | (321.0,650.0)=  426 ( -1.0, -1.0)=   -5 
   1704 | (175.0,410.0)=  425 ( -1.0, -1.0)=   -5 
   1705 | (877.0,769.0)=  425 ( -1.0, -1.0)=   -3 
   1706 | (967.0,301.0)=  425 (979.2,312.3)=    0 
   1707 | (830.0,670.0)=  425 ( -1.0, -1.0)=   -5 
   1708 | (319.0,517.0)=  425 ( -1.0, -1.0)=   -5 
   1709 | (302.0,399.0)=  425 ( -1.0, -1.0)=   -3 
   1710 | (557.0,820.0)=  424 ( -1.0, -1.0)=   -5 
   1711 | (723.0,943.0)=  424 ( -1.0, -1.0)=   -3 
   1712 | (183.0,805.0)=  424 ( -1.0, -1.0)=   -3 
   1713 | (128.0,262.0)=  424 ( -1.0, -1.0)=   -5 
   1714 | (132.0,917.0)=  424 (160.2,947.3)=    0 
   1715 | (411.0,501.0)=  424 (408.3,501.9)=    0 
   1716 | (763.0,555.0)=  424 (753.8,560.4)=    0 
   1717 | (641.0,610.0)=  424 ( -1.0, -1.0)=   -5 
   1718 | (631.0,474.0)=  424 ( -1.0, -1.0)=   -5 
   1719 | (431.0,720.0)=  423 (417.0,737.3)=    0 
   1720 | (782.0,554.0)=  423 ( -1.0, -1.0)=   -5 
   1721 | (575.0,515.0)=  423 ( -1.0, -1.0)=   -3 
   1722 | ( 31.0,454.0)=  423 ( 59.3,457.2)=    0 
   1723 | (532.0,789.0)=  423 ( -1.0, -1.0)=   -5 
   1724 | (895.0,1002.0)=  423 (886.4,999.0)=    0 
   1725 | (939.0,377.0)=  423 ( -1.0, -1.0)=   -3 
   1726 | (253.0,397.0)=  423 ( -1.0, -1.0)=   -5 
   1727 | (150.0,780.0)=  423 ( -1.0, -1.0)=   -5 
   1728 | (927.0,552.0)=  423 ( -1.0, -1.0)=   -5 
   1729 | (540.0,462.0)=  423 (559.8,494.5)=    0 
   1730 | (936.0,636.0)=  422 ( -1.0, -1.0)=   -3 
   1731 | (113.0,351.0)=  422 ( -1.0, -1.0)=   -5 
   1732 | (389.0,236.0)=  422 ( -1.0, -1.0)=   -5 
   1733 | (947.0,244.0)=  422 ( -1.0, -1.0)=   -3 
   1734 | (878.0,507.0)=  421 ( -1.0, -1.0)=   -3 
   1735 | (884.0, 39.0)=  421 (876.3, 44.2)=    0 
   1736 | (308.0,383.0)=  421 ( -1.0, -1.0)=   -3 
   1737 | (977.0,889.0)=  421 (991.4,847.6)=    0 
   1738 | (255.0,519.0)=  421 ( -1.0, -1.0)=   -3 
   1739 | (646.0,158.0)=  420 ( -1.0, -1.0)=   -5 
   1740 | (108.0,422.0)=  420 ( -1.0, -1.0)=   -3 
   1741 | (838.0,894.0)=  420 ( -1.0, -1.0)=   -5 
   1742 | (659.0,458.0)=  420 ( -1.0, -1.0)=   -5 
   1743 | (385.0,467.0)=  420 ( -1.0, -1.0)=   -3 
   1744 | (105.0,231.0)=  420 (105.6,229.3)=    0 
   1745 | (626.0,523.0)=  419 ( -1.0, -1.0)=   -5 
   1746 | (370.0,275.0)=  419 ( -1.0, -1.0)=   -5 
   1747 | ( 51.0,732.0)=  419 ( -1.0, -1.0)=   -3 
   1748 | (382.0,621.0)=  419 ( -1.0, -1.0)=   -5 
   1749 | (997.0,195.0)=  419 (995.1,197.6)=    0 
   1750 | (895.0, 82.0)=  419 (909.0, 80.9)=    0 
   1751 | (177.0, 38.0)=  419 ( -1.0, -1.0)=   -5 
   1752 | (324.0,145.0)=  419 ( -1.0, -1.0)=   -5 
   1753 | (559.0,768.0)=  418 ( -1.0, -1.0)=   -3 
   1754 | (815.0,589.0)=  418 ( -1.0, -1.0)=   -3 
   1755 | (546.0,508.0)=  418 ( -1.0, -1.0)=   -5 
   1756 | (666.0,101.0)=  418 (655.7,127.0)=    0 
   1757 | (596.0,451.0)=  418 (572.4,441.5)=    0 
   1758 | (739.0,157.0)=  417 ( -1.0, -1.0)=   -3 
   1759 | (436.0,707.0)=  417 ( -1.0, -1.0)=   -5 
   1760 | (385.0,160.0)=  417 ( -1.0, -1.0)=   -5 
   1761 | (605.0, 33.0)=  417 ( -1.0, -1.0)=   -5 
   1762 | (307.0,177.0)=  417 ( -1.0, -1.0)=   -5 
   1763 | (687.0, 69.0)=  417 (692.0, 68.1)=    0 
   1764 | (594.0,830.0)=  417 ( -1.0, -1.0)=   -5 
   1765 | (863.0,521.0)=  417 (879.5,510.4)=    0 
   1766 | (412.0,232.0)=  417 ( -1.0, -1.0)=   -3 
   1767 | (582.0,943.0)=  417 ( -1.0, -1.0)=   -3 
   1768 | (112.0,529.0)=  417 (176.2,550.4)=    0 
   1769 | (400.0,228.0)=  417 ( -1.0, -1.0)=   -5 
   1770 | (694.0,530.0)=  416 ( -1.0, -1.0)=   -5 
   1771 | (658.0, 88.0)=  416 ( -1.0, -1.0)=   -3 
   1772 | (946.0,361.0)=  416 (942.7,361.0)=    0 
   1773 | (495.0,472.0)=  416 (487.4,471.7)=    0 
   1774 | ( 72.0,820.0)=  415 ( -1.0, -1.0)=   -5 
   1775 | (264.0,103.0)=  415 (269.3,103.4)=    0 
   1776 | (388.0,135.0)=  415 (395.0,141.3)=    0 
   1777 | (866.0, 19.0)=  415 ( -1.0, -1.0)=   -4 
   1778 | (574.0,366.0)=  415 ( -1.0, -1.0)=   -3 
   1779 | (905.0,999.0)=  415 (895.5,994.4)=    0 
   1780 | (151.0,424.0)=  414 ( -1.0, -1.0)=   -5 
   1781 | ( 38.0,949.0)=  414 ( -1.0, -1.0)=   -5 
   1782 | (415.0,615.0)=  414 ( -1.0, -1.0)=   -5 
   1783 | (501.0,712.0)=  414 ( -1.0, -1.0)=   -3 
   1784 | (871.0, 46.0)=  414 ( -1.0, -1.0)=   -5 
   1785 | (628.0,572.0)=  414 ( -1.0, -1.0)=   -3 
   1786 | (428.0,506.0)=  414 (422.8,510.2)=    0 
   1787 | (927.0,416.0)=  414 ( -1.0, -1.0)=   -3 
   1788 | (611.0,626.0)=  414 (642.7,650.2)=    0 
   1789 | (786.0,312.0)=  414 ( -1.0, -1.0)=   -5 
   1790 | (715.0,245.0)=  414 ( -1.0, -1.0)=   -5 
   1791 | (599.0,487.0)=  414 ( -1.0, -1.0)=   -5 
   1792 | (193.0,868.0)=  413 ( -1.0, -1.0)=   -5 
   1793 | (215.0,692.0)=  413 (214.5,648.2)=    0 
   1794 | (957.0, 84.0)=  413 ( -1.0, -1.0)=   -5 
   1795 | (499.0,384.0)=  413 ( -1.0, -1.0)=   -5 
   1796 | (246.0,688.0)=  413 ( -1.0, -1.0)=   -5 
   1797 | (661.0,629.0)=  413 ( -1.0, -1.0)=   -3 
   1798 | ( 16.0,845.0)=  413 ( 29.9,842.8)=    0 
   1799 | (241.0,150.0)=  413 ( -1.0, -1.0)=   -5 
   1800 | (230.0, 51.0)=  413 ( -1.0, -1.0)=   -3 
   1801 | (564.0,428.0)=  413 ( -1.0, -1.0)=   -5 
   1802 | (127.0,747.0)=  412 ( -1.0, -1.0)=   -3 
   1803 | (682.0,536.0)=  412 ( -1.0, -1.0)=   -5 
   1804 | (460.0,731.0)=  412 ( -1.0, -1.0)=   -5 
   1805 | (892.0,952.0)=  412 ( -1.0, -1.0)=   -5 
   1806 | (409.0,207.0)=  412 (404.2,226.9)=    0 
   1807 | ( 59.0,100.0)=  412 ( -1.0, -1.0)=   -3 
   1808 | (934.0,892.0)=  412 (931.3,890.0)=    0 
   1809 | (591.0,445.0)=  412 ( -1.0, -1.0)=   -5 
   1810 | (941.0,482.0)=  412 ( -1.0, -1.0)=   -5 
   1811 | (419.0,228.0)=  412 (408.7,182.4)=    0 
   1812 | (733.0,955.0)=  412 ( -1.0, -1.0)=   -3 
   1813 | (347.0,214.0)=  411 ( -1.0, -1.0)=   -5 
   1814 | ( 82.0,601.0)=  411 ( 74.9,598.8)=    0 
   1815 | (721.0,921.0)=  411 ( -1.0, -1.0)=   -5 
   1816 | (938.0,747.0)=  411 ( -1.0, -1.0)=   -5 
   1817 | (435.0,115.0)=  411 (429.7,114.2)=    0 
   1818 | (527.0,672.0)=  411 (528.0,673.1)=    0 
   1819 | (956.0, 90.0)=  411 (949.6, 80.8)=    0 
   1820 | (955.0,692.0)=  411 ( -1.0, -1.0)=   -3 
   1821 | (202.0,632.0)=  411 ( -1.0, -1.0)=   -3 
   1822 | (523.0,654.0)=  410 (509.5,627.1)=    0 
   1823 | (321.0,679.0)=  410 ( -1.0, -1.0)=   -5 
   1824 | (386.0,211.0)=  410 (369.0,179.0)=    0 
   1825 | (839.0,219.0)=  410 ( -1.0, -1.0)=   -5 
   1826 | (889.0,969.0)=  410 (890.9,980.1)=    0 
   1827 | (520.0,625.0)=  410 ( -1.0, -1.0)=   -5 
   1828 | (810.0,393.0)=  410 (798.6,406.1)=    0 
   1829 | (790.0,954.0)=  410 ( -1.0, -1.0)=   -3 
   1830 | (863.0,544.0)=  410 ( -1.0, -1.0)=   -3 
   1831 | (650.0,233.0)=  410 ( -1.0, -1.0)=   -5 
   1832 | (340.0,603.0)=  410 (347.7,604.7)=    0 
   1833 | (949.0,101.0)=  409 ( -1.0, -1.0)=   -5 
   1834 | (624.0,533.0)=  409 ( -1.0, -1.0)=   -5 
   1835 | (230.0,202.0)=  409 ( -1.0, -1.0)=   -5 
   1836 | (968.0,742.0)=  409 ( -1.0, -1.0)=   -5 
   1837 | (193.0, 66.0)=  409 ( -1.0, -1.0)=   -5 
   1838 | (822.0,970.0)=  409 (822.0,970.5)=    0 
   1839 | (325.0,549.0)=  409 (352.9,528.4)=    0 
   1840 | (912.0,290.0)=  408 (930.8,290.9)=    0 
   1841 | (569.0, 24.0)=  408 ( -1.0, -1.0)=   -5 
   1842 | (659.0,139.0)=  408 (655.3,135.5)=    0 
   1843 | (964.0,519.0)=  408 ( -1.0, -1.0)=   -3 
   1844 | (974.0,421.0)=  408 ( -1.0, -1.0)=   -3 
   1845 | (985.0,420.0)=  408 ( -1.0, -1.0)=   -4 
   1846 | (748.0,440.0)=  408 (740.1,443.4)=    0 
   1847 | ( 36.0,717.0)=  408 ( -1.0, -1.0)=   -5 
   1848 | (381.0,412.0)=  408 ( -1.0, -1.0)=   -5 
   1849 | (853.0,354.0)=  408 (899.8,331.5)=    0 
   1850 | (879.0,500.0)=  408 ( -1.0, -1.0)=   -3 
   1851 | (185.0, 16.0)=  408 (205.5, 25.6)=    0 
   1852 | (125.0,897.0)=  408 ( -1.0, -1.0)=   -3 
   1853 | (386.0,112.0)=  408 (385.2,114.1)=    0 
   1854 | (670.0,619.0)=  408 (675.2,626.8)=    0 
   1855 | (1006.0,622.0)=  408 (1004.7,680.9)=    0 
   1856 | (873.0,550.0)=  408 (857.5,543.4)=    0 
   1857 | (929.0,969.0)=  408 (920.3,963.0)=    0 
   1858 | (313.0,518.0)=  407 ( -1.0, -1.0)=   -5 
   1859 | (897.0,108.0)=  407 ( -1.0, -1.0)=   -5 
   1860 | (362.0,401.0)=  407 (343.5,391.2)=    0 
   1861 | ( 62.0,820.0)=  407 ( 42.8,847.8)=    0 
   1862 | (902.0,447.0)=  407 (894.1,445.4)=    0 
   1863 | (986.0,228.0)=  407 ( -1.0, -1.0)=   -3 
   1864 | (686.0,476.0)=  407 (684.0,478.8)=    0 
   1865 | (993.0,323.0)=  407 (1004.7,331.6)=    0 
   1866 | (656.0,510.0)=  407 (651.2,513.9)=    0 
   1867 | (702.0,483.0)=  406 ( -1.0, -1.0)=   -5 
   1868 | (786.0,360.0)=  406 ( -1.0, -1.0)=   -3 
   1869 | ( 22.0,807.0)=  406 ( -1.0, -1.0)=   -4 
   1870 | (390.0,206.0)=  406 (367.9,183.6)=    0 
   1871 | (926.0,985.0)=  406 (929.4,997.3)=    0 
   1872 | (989.0,802.0)=  406 ( -1.0, -1.0)=   -5 
   1873 | (666.0,153.0)=  406 (650.1,177.5)=    0 
   1874 | (578.0,199.0)=  406 (584.9,190.0)=    0 
   1875 | (627.0,528.0)=  406 ( -1.0, -1.0)=   -5 
   1876 | (372.0,401.0)=  406 (376.2,405.3)=    0 
   1877 | (630.0, 99.0)=  406 ( -1.0, -1.0)=   -3 
   1878 | (740.0,464.0)=  406 (712.0,435.9)=    0 
   1879 | (567.0,799.0)=  406 ( -1.0, -1.0)=   -5 
   1880 | (287.0,293.0)=  406 (286.6,294.3)=    0 
   1881 | (394.0,161.0)=  406 (387.5,133.8)=    0 
