Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature Table
------------------------------

nFrames = 2, nFeatures = 7000

feature |          frame
        |                   0                   1
--------+-----------------------------------------
   5427 | (693.0,154.0)=  197 (687.1,152.4)=    0 
   5428 | (285.0,167.0)=  197 ( -1.0, -1.0)=   -3 
   5429 | (973.0,702.0)=  197 (959.2,691.1)=    0 
   5430 | (662.0,469.0)=  197 ( -1.0, -1.0)=   -5 
   5431 | (735.0, 31.0)=  197 ( -1.0, -1.0)=   -3 
   5432 | ( 76.0,975.0)=  197 ( -1.0, -1.0)=   -5 
   5433 | ( 85.0,769.0)=  197 ( -1.0, -1.0)=   -5 
   5434 | (1001.0,888.0)=  197 ( -1.0, -1.0)=   -4 
   5435 | (138.0,324.0)=  197 ( -1.0, -1.0)=   -5 
   5436 | (695.0,805.0)=  197 ( -1.0, -1.0)=   -5 
   5437 | (672.0,785.0)=  197 ( -1.0, -1.0)=   -3 
   5438 | (628.0,781.0)=  197 ( -1.0, -1.0)=   -3 
   5439 | (535.0,454.0)=  197 ( -1.0, -1.0)=   -5 
   5440 | ( 56.0,973.0)=  196 ( -1.0, -1.0)=   -5 
   5441 | ( 53.0,921.0)=  196 ( -1.0, -1.0)=   -5 
   5442 | (276.0,850.0)=  196 ( -1.0, -1.0)=   -5 
   5443 | ( 19.0,138.0)=  196 ( -1.0, -1.0)=   -5 
   5444 | (981.0,248.0)=  196 ( -1.0, -1.0)=   -3 
   5445 | (401.0,389.0)=  196 (404.6,399.6)=    0 
   5446 | (835.0,251.0)=  196 ( -1.0, -1.0)=   -5 
   5447 | (295.0,969.0)=  196 ( -1.0, -1.0)=   -5 
   5448 | (418.0,631.0)=  196 (385.5,641.5)=    0 
   5449 | (732.0,478.0)=  196 ( -1.0, -1.0)=   -5 
   5450 | (558.0,373.0)=  196 (634.2,426.2)=    0 
   5451 | (967.0,834.0)=  196 ( -1.0, -1.0)=   -5 
   5452 | (472.0,568.0)=  196 (464.8,569.4)=    0 
   5453 | ( 75.0,968.0)=  196 ( -1.0, -1.0)=   -5 
   5454 | (642.0,566.0)=  196 ( -1.0, -1.0)=   -5 
   5455 | (163.0,506.0)=  196 ( -1.0, -1.0)=   -5 
   5456 | (750.0,100.0)=  196 (745.9,101.3)=    0 
   5457 | (824.0,802.0)=  196 ( -1.0, -1.0)=   -5 
   5458 | (606.0,502.0)=  196 ( -1.0, -1.0)=   -3 
   5459 | (481.0,526.0)=  196 (466.8,521.5)=    0 
   5460 | (375.0,428.0)=  196 ( -1.0, -1.0)=   -5 
   5461 | (308.0,327.0)=  196 (301.3,339.1)=    0 
   5462 | (571.0,771.0)=  196 ( -1.0, -1.0)=   -5 
   5463 | (922.0,491.0)=  196 (938.5,519.2)=    0 
   5464 | (146.0,536.0)=  196 ( -1.0, -1.0)=   -3 
   5465 | (940.0,523.0)=  196 ( -1.0, -1.0)=   -5 
   5466 | (229.0,656.0)=  196 ( -1.0, -1.0)=   -3 
   5467 | (763.0,334.0)=  196 ( -1.0, -1.0)=   -3 
   5468 | (451.0,278.0)=  196 ( -1.0, -1.0)=   -3 
   5469 | (547.0,685.0)=  196 (550.0,684.0)=    0 
   5470 | (878.0, 27.0)=  196 (871.8, 48.3)=    0 
   5471 | (290.0,1007.0)=  196 ( -1.0, -1.0)=   -4 
   5472 | (931.0,735.0)=  196 (947.0,715.5)=    0 
   5473 | (419.0,183.0)=  196 (407.2,186.3)=    0 
   5474 | (691.0,395.0)=  196 ( -1.0, -1.0)=   -5 
   5475 | (345.0,603.0)=  196 ( -1.0, -1.0)=   -5 
   5476 | (854.0,980.0)=  196 (858.0,991.0)=    0 
   5477 | (309.0,537.0)=  195 ( -1.0, -1.0)=   -3 
   5478 | (709.0,697.0)=  195 (698.3,676.8)=    0 
   5479 | (767.0,293.0)=  195 ( -1.0, -1.0)=   -5 
   5480 | (110.0,403.0)=  195 ( -1.0, -1.0)=   -5 
   5481 | (878.0,483.0)=  195 ( -1.0, -1.0)=   -5 
   5482 | (119.0,512.0)=  195 ( -1.0, -1.0)=   -5 
   5483 | (966.0,376.0)=  195 ( -1.0, -1.0)=   -5 
   5484 | (575.0,696.0)=  195 ( -1.0, -1.0)=   -5 
   5485 | (198.0,662.0)=  195 ( -1.0, -1.0)=   -5 
   5486 | (657.0,569.0)=  195 ( -1.0, -1.0)=   -5 
   5487 | (406.0,549.0)=  195 ( -1.0, -1.0)=   -3 
   5488 | (748.0,548.0)=  195 (745.0,553.9)=    0 
   5489 | (415.0,516.0)=  195 (413.1,517.6)=    0 
   5490 | (324.0, 78.0)=  195 (322.9, 77.9)=    0 
   5491 | (727.0,623.0)=  195 ( -1.0, -1.0)=   -5 
   5492 | (720.0,948.0)=  195 ( -1.0, -1.0)=   -5 
   5493 | (926.0,747.0)=  195 ( -1.0, -1.0)=   -5 
   5494 | (795.0,726.0)=  195 ( -1.0, -1.0)=   -3 
   5495 | (452.0,472.0)=  195 ( -1.0, -1.0)=   -3 
   5496 | (554.0,984.0)=  195 (555.1,984.3)=    0 
   5497 | (571.0, 96.0)=  195 (544.1, 35.9)=    0 
   5498 | (582.0,464.0)=  195 ( -1.0, -1.0)=   -3 
   5499 | (195.0,152.0)=  195 ( -1.0, -1.0)=   -5 
   5500 | ( 16.0,386.0)=  195 ( -1.0, -1.0)=   -3 
   5501 | (527.0, 80.0)=  195 ( -1.0, -1.0)=   -5 
   5502 | (296.0,544.0)=  195 ( -1.0, -1.0)=   -5 
   5503 | (670.0,143.0)=  195 (685.0,118.9)=    0 
   5504 | (181.0,623.0)=  195 ( -1.0, -1.0)=   -5 
   5505 | (863.0,395.0)=  195 (867.6,387.4)=    0 
   5506 | (998.0,211.0)=  194 (997.4,213.4)=    0 
   5507 | (313.0,682.0)=  194 (301.5,661.1)=    0 
   5508 | (249.0,693.0)=  194 ( -1.0, -1.0)=   -3 
   5509 | (412.0,249.0)=  194 ( -1.0, -1.0)=   -5 
   5510 | (919.0,640.0)=  194 ( -1.0, -1.0)=   -5 
   5511 | (838.0, 96.0)=  194 ( -1.0, -1.0)=   -5 
   5512 | (539.0,399.0)=  194 (523.1,354.8)=    0 
   5513 | (209.0, 77.0)=  194 ( -1.0, -1.0)=   -3 
   5514 | (135.0,125.0)=  194 (139.9,113.4)=    0 
   5515 | (304.0, 42.0)=  194 (283.7, 31.4)=    0 
   5516 | (189.0,215.0)=  194 ( -1.0, -1.0)=   -5 
   5517 | (111.0,367.0)=  194 ( 93.1,367.3)=    0 
   5518 | (329.0,360.0)=  194 ( -1.0, -1.0)=   -5 
   5519 | (563.0,196.0)=  194 ( -1.0, -1.0)=   -5 
   5520 | (960.0,266.0)=  194 (972.8,283.9)=    0 
   5521 | (363.0,713.0)=  194 ( -1.0, -1.0)=   -5 
   5522 | (929.0,720.0)=  194 ( -1.0, -1.0)=   -5 
   5523 | ( 56.0,530.0)=  194 ( -1.0, -1.0)=   -3 
   5524 | (116.0,502.0)=  194 ( -1.0, -1.0)=   -5 
   5525 | (561.0,347.0)=  194 ( -1.0, -1.0)=   -5 
   5526 | (661.0,192.0)=  194 ( -1.0, -1.0)=   -5 
   5527 | (730.0,529.0)=  194 (722.3,521.5)=    0 
   5528 | (463.0,314.0)=  194 (464.6,310.7)=    0 
   5529 | (644.0,815.0)=  194 ( -1.0, -1.0)=   -3 
   5530 | (470.0, 53.0)=  194 (470.4, 56.4)=    0 
   5531 | (196.0,810.0)=  194 ( -1.0, -1.0)=   -3 
   5532 | (230.0,810.0)=  194 ( -1.0, -1.0)=   -3 
   5533 | (850.0,298.0)=  194 ( -1.0, -1.0)=   -5 
   5534 | (644.0,151.0)=  194 ( -1.0, -1.0)=   -3 
   5535 | (440.0,418.0)=  194 (473.2,396.3)=    0 
   5536 | (330.0,582.0)=  194 (327.4,589.6)=    0 
   5537 | (695.0,817.0)=  194 ( -1.0, -1.0)=   -5 
   5538 | (266.0,350.0)=  194 (270.5,342.6)=    0 
   5539 | (422.0,429.0)=  194 (419.0,425.3)=    0 
   5540 | ( 55.0,836.0)=  194 ( -1.0, -1.0)=   -5 
   5541 | (802.0,157.0)=  194 ( -1.0, -1.0)=   -3 
   5542 | (454.0,417.0)=  193 ( -1.0, -1.0)=   -5 
   5543 | (651.0,726.0)=  193 ( -1.0, -1.0)=   -5 
   5544 | (847.0,791.0)=  193 (864.7,802.4)=    0 
   5545 | (925.0,791.0)=  193 ( -1.0, -1.0)=   -5 
   5546 | (672.0,194.0)=  193 ( -1.0, -1.0)=   -5 
   5547 | (156.0,536.0)=  193 ( -1.0, -1.0)=   -5 
   5548 | ( 99.0,151.0)=  193 (125.2,117.8)=    0 
   5549 | (622.0,578.0)=  193 ( -1.0, -1.0)=   -3 
   5550 | ( 91.0,177.0)=  193 ( 92.2,167.1)=    0 
   5551 | (274.0,265.0)=  193 ( -1.0, -1.0)=   -3 
   5552 | (717.0,643.0)=  193 (721.1,629.0)=    0 
   5553 | (706.0,313.0)=  193 ( -1.0, -1.0)=   -5 
   5554 | (399.0,611.0)=  193 ( -1.0, -1.0)=   -5 
   5555 | (141.0,540.0)=  193 (106.6,570.3)=    0 
   5556 | ( 87.0, 52.0)=  193 ( 96.5, 55.5)=    0 
   5557 | (727.0, 22.0)=  193 (721.4, 21.6)=    0 
   5558 | (283.0,158.0)=  193 ( -1.0, -1.0)=   -3 
   5559 | (460.0,301.0)=  193 ( -1.0, -1.0)=   -5 
   5560 | (673.0,215.0)=  193 ( -1.0, -1.0)=   -5 
   5561 | (587.0,585.0)=  193 ( -1.0, -1.0)=   -5 
   5562 | (942.0,490.0)=  193 ( -1.0, -1.0)=   -3 
   5563 | (594.0,490.0)=  193 ( -1.0, -1.0)=   -5 
   5564 | (651.0, 84.0)=  193 ( -1.0, -1.0)=   -3 
   5565 | (142.0,470.0)=  193 ( -1.0, -1.0)=   -3 
   5566 | (784.0,206.0)=  193 (791.0,199.6)=    0 
   5567 | (853.0, 95.0)=  193 ( -1.0, -1.0)=   -5 
   5568 | (855.0,228.0)=  193 ( -1.0, -1.0)=   -5 
   5569 | (236.0,223.0)=  193 (276.8,213.0)=    0 
   5570 | (987.0,311.0)=  193 (1001.1,314.8)=    0 
   5571 | (753.0,444.0)=  193 (749.3,445.7)=    0 
   5572 | (874.0,730.0)=  193 ( -1.0, -1.0)=   -5 
   5573 | (388.0,631.0)=  193 (389.1,644.6)=    0 
   5574 | (600.0,482.0)=  193 (613.0,465.7)=    0 
   5575 | (114.0,510.0)=  193 ( -1.0, -1.0)=   -5 
   5576 | (967.0,410.0)=  193 ( -1.0, -1.0)=   -5 
   5577 | (515.0,445.0)=  193 ( -1.0, -1.0)=   -5 
   5578 | (222.0,153.0)=  193 ( -1.0, -1.0)=   -5 
   5579 | (932.0,413.0)=  193 (964.6,421.9)=    0 
   5580 | (455.0,529.0)=  192 ( -1.0, -1.0)=   -3 
   5581 | (662.0,662.0)=  192 ( -1.0, -1.0)=   -5 
   5582 | (857.0,825.0)=  192 ( -1.0, -1.0)=   -5 
   5583 | (230.0,540.0)=  192 ( -1.0, -1.0)=   -5 
   5584 | (822.0,824.0)=  192 ( -1.0, -1.0)=   -5 
   5585 | (164.0,619.0)=  192 (137.6,658.9)=    0 
   5586 | (216.0, 56.0)=  192 ( -1.0, -1.0)=   -5 
   5587 | (899.0,317.0)=  192 ( -1.0, -1.0)=   -5 
   5588 | ( 18.0,883.0)=  192 ( -1.0, -1.0)=   -5 
   5589 | (104.0,347.0)=  192 ( -1.0, -1.0)=   -5 
   5590 | (798.0,239.0)=  192 ( -1.0, -1.0)=   -3 
   5591 | (914.0,601.0)=  192 ( -1.0, -1.0)=   -5 
   5592 | (746.0, 24.0)=  192 ( -1.0, -1.0)=   -5 
   5593 | (417.0,605.0)=  192 ( -1.0, -1.0)=   -5 
   5594 | (727.0, 90.0)=  192 (721.0, 86.1)=    0 
   5595 | (293.0,881.0)=  192 ( -1.0, -1.0)=   -3 
   5596 | (303.0,381.0)=  192 ( -1.0, -1.0)=   -5 
   5597 | (825.0, 20.0)=  192 ( -1.0, -1.0)=   -4 
   5598 | (214.0,260.0)=  192 ( -1.0, -1.0)=   -5 
   5599 | (674.0,439.0)=  192 ( -1.0, -1.0)=   -5 
   5600 | (975.0, 88.0)=  192 (967.6, 85.5)=    0 
   5601 | ( 49.0,236.0)=  192 ( 63.5,228.9)=    0 
   5602 | ( 98.0,232.0)=  192 ( 89.3,234.7)=    0 
   5603 | (237.0,544.0)=  192 (174.8,518.9)=    0 
   5604 | (122.0,852.0)=  192 ( -1.0, -1.0)=   -5 
   5605 | (130.0,142.0)=  192 ( -1.0, -1.0)=   -5 
   5606 | ( 64.0,100.0)=  192 ( -1.0, -1.0)=   -3 
   5607 | (635.0,616.0)=  192 ( -1.0, -1.0)=   -5 
   5608 | (329.0,683.0)=  192 ( -1.0, -1.0)=   -5 
   5609 | (439.0,600.0)=  192 (456.1,593.1)=    0 
   5610 | (165.0,558.0)=  192 (185.4,640.9)=    0 
   5611 | (998.0,324.0)=  192 ( -1.0, -1.0)=   -3 
   5612 | (457.0,245.0)=  192 ( -1.0, -1.0)=   -5 
   5613 | (901.0,659.0)=  192 ( -1.0, -1.0)=   -5 
   5614 | (948.0,740.0)=  191 (927.2,749.1)=    0 
   5615 | (130.0,897.0)=  191 (131.6,890.2)=    0 
   5616 | (762.0,468.0)=  191 ( -1.0, -1.0)=   -5 
   5617 | (958.0,389.0)=  191 (951.1,393.5)=    0 
   5618 | (910.0,523.0)=  191 ( -1.0, -1.0)=   -5 
   5619 | (395.0,874.0)=  191 ( -1.0, -1.0)=   -5 
   5620 | (471.0,541.0)=  191 ( -1.0, -1.0)=   -3 
   5621 | (806.0,296.0)=  191 (805.0,295.7)=    0 
   5622 | (372.0,501.0)=  191 (370.0,500.5)=    0 
   5623 | (669.0,134.0)=  191 (658.4,137.5)=    0 
   5624 | (447.0,329.0)=  191 (455.7,319.9)=    0 
   5625 | (818.0,934.0)=  191 (810.6,933.6)=    0 
   5626 | ( 31.0,234.0)=  191 ( 26.9,232.1)=    0 
   5627 | (238.0,269.0)=  191 ( -1.0, -1.0)=   -5 
   5628 | (377.0,423.0)=  191 ( -1.0, -1.0)=   -3 
   5629 | ( 24.0, 56.0)=  191 ( -1.0, -1.0)=   -4 
   5630 | (631.0,302.0)=  191 ( -1.0, -1.0)=   -5 
   5631 | (758.0,334.0)=  191 ( -1.0, -1.0)=   -3 
   5632 | (216.0,618.0)=  191 ( -1.0, -1.0)=   -3 
   5633 | (984.0,948.0)=  191 ( -1.0, -1.0)=   -5 
   5634 | (579.0,807.0)=  191 ( -1.0, -1.0)=   -5 
   5635 | (367.0,117.0)=  191 (365.8,115.4)=    0 
   5636 | (218.0,793.0)=  191 (122.1,679.5)=    0 
   5637 | (813.0,316.0)=  191 ( -1.0, -1.0)=   -5 
   5638 | (918.0,246.0)=  191 ( -1.0, -1.0)=   -5 
   5639 | (423.0,521.0)=  191 ( -1.0, -1.0)=   -3 
   5640 | (356.0,691.0)=  191 (353.6,715.0)=    0 
   5641 | (908.0,220.0)=  191 ( -1.0, -1.0)=   -5 
   5642 | (986.0,247.0)=  191 ( -1.0, -1.0)=   -3 
   5643 | (952.0, 39.0)=  191 ( -1.0, -1.0)=   -4 
   5644 | (679.0,250.0)=  191 ( -1.0, -1.0)=   -5 
   5645 | (692.0,461.0)=  191 (704.6,440.4)=    0 
   5646 | (843.0,530.0)=  191 (802.0,522.1)=    0 
   5647 | (948.0,446.0)=  191 ( -1.0, -1.0)=   -3 
   5648 | (589.0,430.0)=  190 (574.9,415.0)=    0 
   5649 | (390.0,179.0)=  190 ( -1.0, -1.0)=   -5 
   5650 | (680.0,812.0)=  190 (698.7,834.9)=    0 
   5651 | (712.0,119.0)=  190 (716.9, 80.4)=    0 
   5652 | (796.0,977.0)=  190 ( -1.0, -1.0)=   -5 
   5653 | (288.0,500.0)=  190 ( -1.0, -1.0)=   -5 
   5654 | (469.0,449.0)=  190 (473.8,467.4)=    0 
   5655 | (628.0,769.0)=  190 ( -1.0, -1.0)=   -5 
   5656 | (396.0, 98.0)=  190 (402.0,121.4)=    0 
   5657 | (613.0,496.0)=  190 ( -1.0, -1.0)=   -5 
   5658 | (993.0,580.0)=  190 ( -1.0, -1.0)=   -5 
   5659 | (324.0,965.0)=  190 ( -1.0, -1.0)=   -5 
   5660 | (374.0,726.0)=  190 ( -1.0, -1.0)=   -5 
   5661 | (802.0,486.0)=  190 ( -1.0, -1.0)=   -5 
   5662 | (729.0, 76.0)=  190 (720.9, 74.5)=    0 
   5663 | (854.0,289.0)=  190 ( -1.0, -1.0)=   -5 
   5664 | ( 30.0,466.0)=  190 ( -1.0, -1.0)=   -5 
   5665 | (717.0,653.0)=  190 (731.4,641.5)=    0 
   5666 | (863.0, 67.0)=  190 (866.6, 57.1)=    0 
   5667 | (529.0,722.0)=  190 (521.1,729.3)=    0 
   5668 | (406.0,521.0)=  190 (395.1,530.3)=    0 
   5669 | (794.0,436.0)=  190 ( -1.0, -1.0)=   -5 
   5670 | ( 92.0,377.0)=  190 ( -1.0, -1.0)=   -5 
   5671 | (347.0,574.0)=  190 ( -1.0, -1.0)=   -5 
   5672 | (223.0,627.0)=  190 (228.4,644.8)=    0 
   5673 | ( 72.0,590.0)=  190 ( 63.5,589.9)=    0 
   5674 | (391.0,838.0)=  190 ( -1.0, -1.0)=   -5 
   5675 | (259.0, 16.0)=  190 (207.0, 56.9)=    0 
   5676 | (306.0,502.0)=  190 ( -1.0, -1.0)=   -5 
   5677 | (898.0,992.0)=  189 ( -1.0, -1.0)=   -5 
   5678 | (527.0,393.0)=  189 (498.9,391.4)=    0 
   5679 | (273.0,256.0)=  189 (296.1,253.3)=    0 
   5680 | (322.0,630.0)=  189 (308.3,639.1)=    0 
   5681 | (228.0,303.0)=  189 ( -1.0, -1.0)=   -5 
   5682 | (668.0,695.0)=  189 ( -1.0, -1.0)=   -3 
   5683 | (820.0,915.0)=  189 (810.2,918.5)=    0 
   5684 | (976.0,328.0)=  189 (967.0,345.5)=    0 
   5685 | (532.0,753.0)=  189 ( -1.0, -1.0)=   -5 
   5686 | (735.0,128.0)=  189 (732.1,130.6)=    0 
   5687 | (655.0,515.0)=  189 ( -1.0, -1.0)=   -5 
   5688 | (580.0, 25.0)=  189 ( -1.0, -1.0)=   -4 
   5689 | (716.0,104.0)=  189 ( -1.0, -1.0)=   -5 
   5690 | (779.0,307.0)=  189 ( -1.0, -1.0)=   -5 
   5691 | ( 95.0,511.0)=  189 ( -1.0, -1.0)=   -3 
   5692 | (127.0, 71.0)=  189 (126.8, 81.5)=    0 
   5693 | ( 21.0,615.0)=  189 ( 48.3,634.6)=    0 
   5694 | ( 85.0,724.0)=  189 ( -1.0, -1.0)=   -5 
   5695 | (384.0,987.0)=  189 ( -1.0, -1.0)=   -5 
   5696 | (957.0,533.0)=  189 (901.0,559.0)=    0 
   5697 | (327.0, 92.0)=  189 (326.6, 93.1)=    0 
   5698 | (845.0,209.0)=  189 (834.9,187.0)=    0 
   5699 | (692.0,720.0)=  189 ( -1.0, -1.0)=   -3 
   5700 | (131.0,157.0)=  189 (132.5,147.0)=    0 
   5701 | (274.0,183.0)=  189 (259.5,188.6)=    0 
   5702 | (671.0,687.0)=  189 ( -1.0, -1.0)=   -3 
   5703 | (366.0,266.0)=  189 (367.4,290.4)=    0 
   5704 | (435.0,161.0)=  189 (452.8,153.6)=    0 
   5705 | ( 23.0, 27.0)=  189 ( -1.0, -1.0)=   -4 
   5706 | (895.0,861.0)=  189 ( -1.0, -1.0)=   -5 
   5707 | (376.0,396.0)=  189 ( -1.0, -1.0)=   -5 
   5708 | (821.0,302.0)=  189 (850.9,310.2)=    0 
   5709 | (878.0,372.0)=  189 ( -1.0, -1.0)=   -5 
   5710 | (646.0,375.0)=  189 ( -1.0, -1.0)=   -5 
   5711 | (117.0,785.0)=  188 (127.8,771.3)=    0 
   5712 | (919.0,563.0)=  188 ( -1.0, -1.0)=   -5 
   5713 | (133.0,225.0)=  188 (123.1,235.2)=    0 
   5714 | (659.0,170.0)=  188 ( -1.0, -1.0)=   -5 
   5715 | (825.0,225.0)=  188 ( -1.0, -1.0)=   -5 
   5716 | (992.0, 24.0)=  188 ( -1.0, -1.0)=   -5 
   5717 | (552.0, 24.0)=  188 ( -1.0, -1.0)=   -3 
   5718 | (464.0,723.0)=  188 (464.2,741.4)=    0 
   5719 | (633.0, 69.0)=  188 (627.6, 69.1)=    0 
   5720 | (860.0,936.0)=  188 (868.5,942.9)=    0 
   5721 | (648.0,439.0)=  188 ( -1.0, -1.0)=   -5 
   5722 | (353.0,419.0)=  188 ( -1.0, -1.0)=   -5 
   5723 | (624.0,441.0)=  188 ( -1.0, -1.0)=   -5 
   5724 | (592.0,245.0)=  188 ( -1.0, -1.0)=   -5 
   5725 | (404.0, 60.0)=  188 (412.4, 50.6)=    0 
   5726 | (575.0,739.0)=  188 (600.9,753.1)=    0 
   5727 | (388.0,581.0)=  188 ( -1.0, -1.0)=   -5 
   5728 | (955.0,687.0)=  188 (958.9,691.2)=    0 
   5729 | (854.0,802.0)=  188 ( -1.0, -1.0)=   -5 
   5730 | (245.0,256.0)=  188 ( -1.0, -1.0)=   -3 
   5731 | (198.0,713.0)=  188 ( -1.0, -1.0)=   -5 
   5732 | ( 68.0,159.0)=  188 ( 72.9, 83.1)=    0 
   5733 | (342.0,703.0)=  188 ( -1.0, -1.0)=   -5 
   5734 | (917.0,650.0)=  188 ( -1.0, -1.0)=   -5 
   5735 | (635.0,855.0)=  188 ( -1.0, -1.0)=   -5 
   5736 | (145.0,317.0)=  188 ( -1.0, -1.0)=   -3 
   5737 | (101.0,438.0)=  188 ( -1.0, -1.0)=   -5 
   5738 | (779.0,443.0)=  187 ( -1.0, -1.0)=   -5 
   5739 | (817.0,631.0)=  187 (816.4,627.4)=    0 
   5740 | (419.0,540.0)=  187 (412.2,517.2)=    0 
   5741 | (314.0,502.0)=  187 ( -1.0, -1.0)=   -5 
   5742 | ( 54.0,820.0)=  187 ( -1.0, -1.0)=   -3 
   5743 | ( 17.0,788.0)=  187 ( -1.0, -1.0)=   -5 
   5744 | (672.0,712.0)=  187 ( -1.0, -1.0)=   -5 
   5745 | (877.0,623.0)=  187 ( -1.0, -1.0)=   -5 
   5746 | (569.0,718.0)=  187 ( -1.0, -1.0)=   -3 
   5747 | (195.0, 77.0)=  187 ( -1.0, -1.0)=   -3 
   5748 | ( 60.0,417.0)=  187 ( 52.1,419.6)=    0 
   5749 | (465.0,559.0)=  187 (456.6,561.5)=    0 
   5750 | (157.0,600.0)=  187 ( -1.0, -1.0)=   -5 
   5751 | (492.0,942.0)=  187 (477.5,929.1)=    0 
   5752 | (128.0,190.0)=  187 ( -1.0, -1.0)=   -5 
   5753 | (391.0,743.0)=  187 ( -1.0, -1.0)=   -5 
   5754 | (308.0,104.0)=  187 ( -1.0, -1.0)=   -3 
   5755 | (886.0,201.0)=  187 ( -1.0, -1.0)=   -5 
   5756 | (392.0,536.0)=  187 ( -1.0, -1.0)=   -5 
   5757 | (426.0,138.0)=  187 ( -1.0, -1.0)=   -3 
   5758 | (1001.0,983.0)=  187 ( -1.0, -1.0)=   -4 
   5759 | (938.0, 32.0)=  187 ( -1.0, -1.0)=   -5 
   5760 | (145.0,390.0)=  187 ( -1.0, -1.0)=   -5 
   5761 | (490.0,764.0)=  187 ( -1.0, -1.0)=   -5 
   5762 | (165.0,391.0)=  187 ( -1.0, -1.0)=   -5 
   5763 | (308.0,529.0)=  187 ( -1.0, -1.0)=   -5 
   5764 | (375.0,541.0)=  187 (372.3,545.8)=    0 
   5765 | (416.0, 16.0)=  187 ( -1.0, -1.0)=   -4 
   5766 | ( 26.0,542.0)=  187 ( -1.0, -1.0)=   -3 
   5767 | (191.0,491.0)=  187 ( -1.0, -1.0)=   -3 
   5768 | (676.0,593.0)=  187 ( -1.0, -1.0)=   -5 
   5769 | (894.0, 27.0)=  187 ( -1.0, -1.0)=   -4 
   5770 | (995.0,374.0)=  187 ( -1.0, -1.0)=   -4 
   5771 | (212.0,731.0)=  187 (246.1,752.8)=    0 
   5772 | (281.0,172.0)=  187 (268.6,160.7)=    0 
   5773 | (172.0,428.0)=  187 ( -1.0, -1.0)=   -3 
   5774 | (522.0,714.0)=  187 (516.0,708.7)=    0 
   5775 | ( 40.0,428.0)=  187 ( 47.1,421.6)=    0 
   5776 | (346.0,673.0)=  187 (344.0,659.7)=    0 
   5777 | (791.0,210.0)=  187 (795.7,201.6)=    0 
   5778 | (1001.0, 84.0)=  187 ( -1.0, -1.0)=   -5 
   5779 | (949.0,458.0)=  187 (955.6,462.4)=    0 
   5780 | (816.0,219.0)=  187 ( -1.0, -1.0)=   -3 
   5781 | (773.0,987.0)=  187 (776.1,980.2)=    0 
   5782 | (818.0,294.0)=  186 (820.4,290.0)=    0 
   5783 | (909.0,315.0)=  186 (898.8,322.5)=    0 
   5784 | (740.0,866.0)=  186 ( -1.0, -1.0)=   -5 
   5785 | ( 30.0,504.0)=  186 ( -1.0, -1.0)=   -3 
   5786 | (110.0,640.0)=  186 (107.3,654.4)=    0 
   5787 | ( 99.0,379.0)=  186 (118.9,379.6)=    0 
   5788 | (547.0,661.0)=  186 ( -1.0, -1.0)=   -3 
   5789 | (457.0,862.0)=  186 ( -1.0, -1.0)=   -5 
   5790 | (988.0,237.0)=  186 ( -1.0, -1.0)=   -4 
   5791 | (285.0,643.0)=  186 ( -1.0, -1.0)=   -3 
   5792 | (826.0,937.0)=  186 ( -1.0, -1.0)=   -5 
   5793 | (340.0,546.0)=  186 ( -1.0, -1.0)=   -5 
   5794 | (805.0,794.0)=  186 ( -1.0, -1.0)=   -5 
   5795 | (781.0,409.0)=  186 ( -1.0, -1.0)=   -5 
   5796 | (741.0,257.0)=  186 (732.4,267.3)=    0 
   5797 | (579.0,351.0)=  186 ( -1.0, -1.0)=   -5 
   5798 | (319.0,379.0)=  186 ( -1.0, -1.0)=   -5 
   5799 | (307.0,743.0)=  186 ( -1.0, -1.0)=   -5 
   5800 | (994.0,679.0)=  186 ( -1.0, -1.0)=   -5 
   5801 | (231.0,546.0)=  186 ( -1.0, -1.0)=   -5 
   5802 | (643.0,948.0)=  186 ( -1.0, -1.0)=   -5 
   5803 | (187.0,526.0)=  186 ( -1.0, -1.0)=   -3 
   5804 | (267.0,873.0)=  186 ( -1.0, -1.0)=   -5 
   5805 | (375.0,278.0)=  186 ( -1.0, -1.0)=   -5 
   5806 | (605.0,277.0)=  186 ( -1.0, -1.0)=   -5 
   5807 | (389.0,805.0)=  186 ( -1.0, -1.0)=   -5 
   5808 | (742.0,622.0)=  186 ( -1.0, -1.0)=   -5 
   5809 | (439.0,713.0)=  186 ( -1.0, -1.0)=   -5 
   5810 | (575.0,922.0)=  186 ( -1.0, -1.0)=   -5 
   5811 | (982.0,148.0)=  186 ( -1.0, -1.0)=   -5 
   5812 | (1004.0,954.0)=  186 ( -1.0, -1.0)=   -5 
   5813 | (937.0,313.0)=  186 (943.9,319.3)=    0 
   5814 | ( 48.0, 62.0)=  186 ( -1.0, -1.0)=   -5 
   5815 | (515.0,787.0)=  186 ( -1.0, -1.0)=   -5 
   5816 | (175.0,458.0)=  186 ( -1.0, -1.0)=   -3 
   5817 | ( 53.0,842.0)=  186 ( -1.0, -1.0)=   -5 
   5818 | (674.0, 21.0)=  186 ( -1.0, -1.0)=   -3 
   5819 | (223.0,198.0)=  186 ( -1.0, -1.0)=   -5 
   5820 | ( 62.0, 89.0)=  186 ( -1.0, -1.0)=   -5 
